studyName,Region,Island,Stage,Individual ID,Clutch Completion,Date Egg,Culmen Length (mm),Culmen Depth (mm),Flipper Length (mm),Body Mass (g),Sex,Delta 15 N (o/oo),Delta 13 C (o/oo),Comments
PAL0910,Anvers,Biscoe,"Adult, 1 Egg Stage",N51A1,Yes,15/11/2009,45.64,17.14,187.86,5358,FEMALE,9.02642,-25.86482,
PAL0910,Anvers,Torgersen,"Adult, 1 Egg Stage",N64A2,Yes,22/11/2009,49.32,17.45,184.16,5606,MALE,9.32277,-26.09989,
PAL0910,Anvers,Biscoe,"Adult, 1 Egg Stage",N19A2,Yes,27/11/2009,49.24,17.06,183.11,5707,MALE,8.27102,-26.11244,
PAL0708,Anvers,Biscoe,"Adult, 1 Egg Stage",N44A2,Yes,29/11/2007,59.18,13.38,189.1,3627,MALE,7.83733,-25.42826,
PAL0809,Anvers,Dream,"Adult, 1 Egg Stage",N69A2,Yes,14/11/2008,44.07,17.99,221.85,4445,MALE,9.43146,-24.6844,
PAL0809,Anvers,Dream,"Adult, 1 Egg Stage",N62A1,Yes,14/11/2008,56.75,12.08,187.66,3283,FEMALE,9.37369,-24.52896,
PAL0809,Anvers,Torgersen,"Adult, 1 Egg Stage",N34A1,Yes,14/11/2008,48.21,17.11,178.75,5727,FEMALE,7.88863,-26.63085,
PAL0708,Anvers,Dream,"Adult, 1 Egg Stage",N29A2,Yes,13/11/2007,54.31,12.32,195.98,3433,,,,Sexing primers did not amplify. Not enough blood for isotopes.
PAL0708,Anvers,Biscoe,"Adult, 1 Egg Stage",N17A2,Yes,12/11/2007,37.3,11.61,177.94,5029,FEMALE,8.08138,-25.49448,
PAL0809,Anvers,Biscoe,"Adult, 1 Egg Stage",N55A1,Yes,09/11/2008,40.12,18.11,198.51,4247,MALE,8.24651,-26.66958,
PAL0910,Anvers,Torgersen,"Adult, 1 Egg Stage",N73A2,No,23/11/2009,39.37,19.52,207.67,3785,MALE,8.86495,-26.1396,Nest never observed with full clutch.
PAL0809,Anvers,Dream,"Adult, 1 Egg Stage",N41A1,Yes,17/11/2008,40.13,12.37,202.07,5736,FEMALE,8.32718,-26.38396,
PAL0708,Anvers,Biscoe,"Adult, 1 Egg Stage",N41A2,Yes,27/11/2007,38.53,13.23,176.4,5889,FEMALE,7.6322,-25.46569,
PAL0910,Anvers,Dream,"Adult, 1 Egg Stage",N90A2,Yes,21/11/2009,53.94,11.63,191.38,2809,MALE,9.43782,-24.36202,
PAL0708,Anvers,Dream,"Adult, 1 Egg Stage",N67A1,Yes,21/11/2007,49.01,17.48,186,5276,FEMALE,8.47173,-24.29229,
PAL0708,Anvers,Biscoe,"Adult, 1 Egg Stage",N31A1,Yes,27/11/2007,47.15,17.63,225.07,3790,FEMALE,7.993,-25.5139,
PAL0910,Anvers,Biscoe,"Adult, 1 Egg Stage",N1A1,Yes,18/11/2009,56.96,,191.32,3804,FEMALE,8.35802,-26.2766,
PAL0708,Anvers,Biscoe,"Adult, 1 Egg Stage",N50A2,Yes,29/11/2007,42.81,12.24,191.06,4766,FEMALE,7.63452,-25.46327,
PAL0708,Anvers,Dream,"Adult, 1 Egg Stage",N68A1,Yes,28/11/2007,37.96,10.97,176.87,5395,FEMALE,8.95063,-24.59897,
PAL0910,Anvers,Biscoe,"Adult, 1 Egg Stage",N61A2,Yes,17/11/2009,47.86,20.04,212.13,4918,MALE,8.91434,-26.42018,
PAL0809,Anvers,Dream,"Adult, 1 Egg Stage",N72A1,No,24/11/2008,36.39,11.44,182.16,5112,FEMALE,9.80589,-24.73735,Nest never observed with full clutch.
PAL0809,Anvers,Torgersen,"Adult, 1 Egg Stage",NP54,No,24/12/2007,49.47,16.05,187.11,5518,FEMALE,7.743,-24.21109,
PAL0708,Anvers,Torgersen,"Adult, 1 Egg Stage",NP24,Yes,24/11/2007,48.93,17.88,184.37,5553,FEMALE,7.46956,-25.86989,
PAL0809,Anvers,Biscoe,"Adult, 1 Egg Stage",N21A2,Yes,06/11/2008,50.21,13.19,188.76,3259,MALE,8.51362,-26.55602,
PAL0910,Anvers,Dream,"Adult, 1 Egg Stage",N98A1,Yes,19/11/2009,39.18,13,185.95,5716,FEMALE,9.26715,-24.31912,
PAL0910,Anvers,Biscoe,"Adult, 1 Egg Stage",N28A2,Yes,10/11/2009,48.31,16.32,205.6,3458,MALE,8.41017,-26.33867,
PAL0708,Anvers,Biscoe,"Adult, 1 Egg Stage",N35A2,Yes,27/11/2007,52.27,16.33,180.69,5147,MALE,8.1631,-25.38017,
PAL0910,Anvers,Biscoe,"Adult, 1 Egg Stage",N32A1,Yes,20/11/2009,52.44,16.59,187.38,5620,FEMALE,8.24691,-26.18466,
PAL0910,Anvers,Dream,"Adult, 1 Egg Stage",N81A1,Yes,16/11/2009,52.81,11.98,192.82,3332,FEMALE,8.79787,-26.61075,
PAL0809,Anvers,Dream,"Adult, 1 Egg Stage",N65A1,Yes,24/11/2008,39.4,11.56,188.91,6165,FEMALE,9.36668,-24.45195,
PAL0809,Anvers,Torgersen,"Adult, 1 Egg Stage",N35A2,Yes,11/11/2008,50.78,17.18,180.77,5618,MALE,8.18658,-26.45978,
PAL0910,Anvers,Torgersen,"Adult, 1 Egg Stage",NP76,Yes,15/01/2008,52.91,12.86,198.82,2997,FEMALE,9.56974,-26.26448,
PAL0809,Anvers,Biscoe,"Adult, 1 Egg Stage",N30A1,Yes,06/11/2008,50.52,18.33,182.9,5677,FEMALE,8.56192,-25.95541,
PAL0708,Anvers,Biscoe,"Adult, 1 Egg Stage",N32A1,Yes,27/11/2007,44.41,12.06,181.74,5399,FEMALE,8.14705,-25.46172,
PAL0910,Anvers,Dream,"Adult, 1 Egg Stage",N85A1,Yes,17/11/2009,41.71,19.4,203.6,3787,FEMALE,8.93465,-26.07081,
PAL0708,Anvers,Torgersen,"Adult, 1 Egg Stage",NP65,Yes,04/01/2008,49.16,17.85,181.71,6031,FEMALE,7.69824,-24.10796,
PAL0910,Anvers,Biscoe,"Adult, 1 Egg Stage",N21A1,Yes,18/11/2009,57.73,13.73,194.7,3168,FEMALE,8.16582,-26.13971,
PAL0708,Anvers,Biscoe,"Adult, 1 Egg Stage",N11A1,Yes,12/11/2007,40.18,18.54,217.62,4228,FEMALE,8.73762,-25.09383,
PAL0708,Anvers,Torgersen,"Adult, 1 Egg Stage",NP79,Yes,18/01/2008,57.9,12.5,186.96,3148,FEMALE,7.43293,-25.96677,
PAL0910,Anvers,Dream,"Adult, 1 Egg Stage",N92A1,Yes,23/11/2009,37.53,10.8,199.35,5341,FEMALE,9.415,-24.805,
PAL0708,Anvers,Biscoe,"Adult, 1 Egg Stage",NP40,Yes,10/12/2007,50.32,16.3,183.98,5626,MALE,8.92926,-26.45562,
PAL0708,Anvers,Torgersen,"Adult, 1 Egg Stage",N10A1,Yes,16/11/2007,39.83,12.39,191.09,5129,FEMALE,8.47827,-25.23319,
PAL0910,Anvers,Torgersen,"Adult, 1 Egg Stage",NP59,Yes,29/12/2007,54.99,12.98,191.3,3023,FEMALE,7.5987,-26.45244,
PAL0708,Anvers,Biscoe,"Adult, 1 Egg Stage",NP100,No,08/02/2008,54.04,11.82,190.16,3743,FEMALE,8.01374,-25.86856,Sexing primers did not amplify.
PAL0910,Anvers,Dream,"Adult, 1 Egg Stage",NP36,No,06/12/2007,31.94,13.89,186.64,5283,MALE,7.21773,-25.71371,
PAL0809,Anvers,Biscoe,"Adult, 1 Egg Stage",NP91,Yes,30/01/2008,38.71,12.19,183.55,5298,FEMALE,8.5046,-25.89104,Sexing primers did not amplify.
PAL0910,Anvers,Biscoe,"Adult, 1 Egg Stage",NP94,Yes,02/02/2008,40.39,14.24,184.56,5022,,7.2874,-25.65739,
PAL0910,Anvers,Dream,"Adult, 1 Egg Stage",N78A1,Yes,16/11/2009,37.32,13.86,184.11,4759,FEMALE,8.75984,-25.97696,
PAL0809,Anvers,Biscoe,"Adult, 1 Egg Stage",N54A1,Yes,03/11/2008,56.53,12.13,199.19,3121,FEMALE,8.53018,-26.72751,
PAL0708,Anvers,Torgersen,"Adult, 1 Egg Stage",N9A2,Yes,12/11/2007,33.56,12.69,178.62,5973,MALE,8.67538,-25.13993,
PAL0809,Anvers,Biscoe,"Adult, 1 Egg Stage",N16A1,Yes,03/11/2008,52.04,11.75,195.48,3108,FEMALE,8.58319,-26.84415,
PAL0708,Anvers,Dream,"Adult, 1 Egg Stage",N69A2,Yes,26/11/2007,35.92,12.54,195.63,5820,MALE,9.0233,-24.38933,
PAL0708,Anvers,Biscoe,"Adult, 1 Egg Stage",N13A1,Yes,10/11/2007,46.93,19.3,213.64,4365,MALE,9.63954,-25.29856,
PAL0910,Anvers,Biscoe,"Adult, 1 Egg Stage",N20A1,Yes,18/11/2009,51.27,16.54,188.15,5673,MALE,8.03624,-26.06594,
PAL0708,Anvers,Dream,"Adult, 1 Egg Stage",N22A1,Yes,09/11/2007,52.63,21.75,212.63,5028,FEMALE,9.66523,-25.0602,
PAL0910,Anvers,Dream,"Adult, 1 Egg Stage",N92A2,Yes,23/11/2009,44.16,17.84,214.69,4781,MALE,9.93727,-24.59066,
PAL0708,Anvers,Biscoe,"Adult, 1 Egg Stage",NP57,No,27/12/2007,48,17.49,182.94,5907,FEMALE,7.5404,-24.6268,
PAL0910,Anvers,Biscoe,"Adult, 1 Egg Stage",N55A2,Yes,20/11/2009,49.25,15.95,184.31,5476,MALE,9.31735,-25.45171,
PAL0708,Anvers,Dream,"Adult, 1 Egg Stage",N62A1,Yes,26/11/2007,48.68,16.66,182.86,6093,MALE,9.29078,-24.7557,
PAL0708,Anvers,Torgersen,"Adult, 1 Egg Stage",NP33,No,03/12/2007,38.12,20.07,217.27,4031,FEMALE,8.64009,-26.69885,
PAL0809,Anvers,Biscoe,"Adult, 1 Egg Stage",N51A1,Yes,09/11/2008,47.62,19.51,220.63,4850,,8.24253,-26.8154,Sexing primers did not amplify.
PAL0708,Anvers,Torgersen,"Adult, 1 Egg Stage",NP38,No,08/12/2007,48.19,16.7,182.64,5666,FEMALE,8.72069,-24.4632,
PAL0708,Anvers,Torgersen,"Adult, 1 Egg Stage",N4A2,No,15/11/2007,40.26,18.26,221.4,4693,MALE,9.4606,-24.89958,Nest never observed with full clutch.
PAL0708,Anvers,Dream,"Adult, 1 Egg Stage",N66A2,Yes,28/11/2007,45.4,18.99,198.94,4475,MALE,8.63701,-24.84059,
PAL0910,Anvers,Biscoe,"Adult, 1 Egg Stage",N29A2,Yes,09/11/2009,40.58,10.78,182.69,5501,MALE,8.45738,-26.22664,
PAL0708,Anvers,Torgersen,"Adult, 1 Egg Stage",N5A1,Yes,09/11/2007,44.79,16.08,201.52,4228,,,,No blood sample obtained.
PAL0809,Anvers,Biscoe,"Adult, 1 Egg Stage",NP11,Yes,11/11/2007,40.09,16.7,211.15,4968,MALE,7.25147,-24.40955,
PAL0708,Anvers,Biscoe,"Adult, 1 Egg Stage",N38A2,Yes,03/12/2007,44.67,17.11,215.81,4723,MALE,8.07137,-25.52473,
PAL0809,Anvers,Dream,"Adult, 1 Egg Stage",N50A2,Yes,10/11/2008,39.9,10.94,186.04,5599,MALE,8.97025,-26.03679,
PAL0708,Anvers,Biscoe,"Adult, 1 Egg Stage",N46A2,Yes,29/11/2007,49.62,16.9,185.3,5895,MALE,7.92358,-25.48383,
PAL0809,Anvers,Dream,"Adult, 1 Egg Stage",N72A2,No,24/11/2008,53.19,12.59,186.68,2500,MALE,10.02544,-24.90816,Nest never observed with full clutch.
PAL0910,Anvers,Biscoe,"Adult, 1 Egg Stage",N34A1,Yes,27/11/2009,37.53,10.94,183.12,5460,FEMALE,8.21634,-26.11046,
PAL0708,Anvers,Biscoe,"Adult, 1 Egg Stage",N41A1,Yes,27/11/2007,46.45,16.61,188.74,5818,MALE,7.8962,-25.37746,
PAL0708,Anvers,Biscoe,"Adult, 1 Egg Stage",N11A2,Yes,12/11/2007,53.65,12.67,187.96,2930,MALE,8.66271,-25.0639,
PAL0809,Anvers,Biscoe,"Adult, 1 Egg Stage",N15A1,Yes,04/11/2008,56.4,14.15,190.91,3088,FEMALE,8.48789,-26.83006,
PAL0910,Anvers,Torgersen,"Adult, 1 Egg Stage",NP22,Yes,22/11/2007,47.9,19.68,220.7,5511,FEMALE,8.39157,-26.31077,
PAL0708,Anvers,Biscoe,"Adult, 1 Egg Stage",N39A1,Yes,27/11/2007,55.84,13.98,189.97,3190,FEMALE,7.63884,-25.52627,
PAL0910,Anvers,Biscoe,"Adult, 1 Egg Stage",N34A2,Yes,27/11/2009,32.69,10.61,182.15,5329,MALE,8.78557,-25.76147,
PAL0910,Anvers,Torgersen,"Adult, 1 Egg Stage",N69A2,Yes,18/11/2009,55.81,12.91,193.29,3581,MALE,9.22537,-25.60826,
PAL0809,Anvers,Dream,"Adult, 1 Egg Stage",N45A2,Yes,14/11/2008,38.57,18.52,210.93,4181,MALE,8.77018,-25.83352,
PAL0708,Anvers,Biscoe,"Adult, 1 Egg Stage",N42A1,Yes,27/11/2007,52.43,16.53,185.73,5992,FEMALE,7.90436,-25.3947,
PAL0809,Anvers,Biscoe,"Adult, 1 Egg Stage",N27A2,Yes,13/11/2008,53.77,16.86,184.54,5863,MALE,8.74802,-26.37809,
PAL0910,Anvers,Biscoe,"Adult, 1 Egg Stage",N6A2,Yes,15/11/2009,53.67,12.49,189.17,3098,MALE,8.20042,-26.39677,
PAL0708,Anvers,Dream,"Adult, 1 Egg Stage",NP93,No,01/02/2008,44.12,18.58,215.2,3485,FEMALE,7.36614,-24.61902,
PAL0910,Anvers,Dream,"Adult, 1 Egg Stage",N86A2,Yes,17/11/2009,43.41,19.56,216.59,4953,MALE,9.45827,-24.35575,
PAL0708,Anvers,Torgersen,"Adult, 1 Egg Stage",N6A1,Yes,09/11/2007,51.11,18.36,182.09,5322,,8.63243,-25.21315,No blood sample obtained for sexing.
PAL0809,Anvers,Dream,"Adult, 1 Egg Stage",N44A2,Yes,08/11/2008,51.79,19.77,205.54,4864,FEMALE,8.36936,-26.11199,
PAL0708,Anvers,Torgersen,"Adult, 1 Egg Stage",N9A1,Yes,12/11/2007,56.67,12.76,195.87,3703,FEMALE,9.18528,-25.06691,
PAL0910,Anvers,Dream,"Adult, 1 Egg Stage",N81A2,Yes,16/11/2009,48.46,17.13,183.74,5735,MALE,9.05674,-25.79529,
PAL0708,Anvers,Torgersen,"Adult, 1 Egg Stage",NP90,Yes,29/01/2008,46.96,17.47,185.99,5606,MALE,7.1417,-24.31949,Not enough blood for isotopes.
PAL0809,Anvers,Dream,"Adult, 1 Egg Stage",N63A1,Yes,24/11/2008,56.17,12.1,186.3,2513,FEMALE,9.08458,-24.54903,
PAL0910,Anvers,Biscoe,"Adult, 1 Egg Stage",N14A2,Yes,25/11/2009,49.76,15.87,184.96,5815,MALE,8.27595,-26.11657,
PAL0708,Anvers,Dream,"Adult, 1 Egg Stage",NP43,Yes,13/12/2007,54.72,11.55,190.02,3056,MALE,7.13154,-26.84114,
PAL0809,Anvers,Biscoe,"Adult, 1 Egg Stage",N13A2,Yes,04/11/2008,42.58,20.15,225.82,4560,MALE,8.39867,-26.79358,
PAL0910,Anvers,Torgersen,"Adult, 1 Egg Stage",NP52,Yes,22/12/2007,49.57,16.79,186.18,5842,,9.2401,-25.55652,
PAL0809,Anvers,Biscoe,"Adult, 1 Egg Stage",NP19,Yes,19/11/2007,,11.75,185.11,5550,,7.90854,-24.28685,
PAL0910,Anvers,Dream,"Adult, 1 Egg Stage",N76A1,Yes,10/11/2009,54.8,12.39,191.1,3595,FEMALE,8.98705,-25.57647,
PAL0910,Anvers,Biscoe,"Adult, 1 Egg Stage",N43A1,Yes,22/11/2009,48.92,16.91,184.57,5172,FEMALE,8.24246,-26.11969,
PAL0809,Anvers,Torgersen,"Adult, 1 Egg Stage",NP37,Yes,07/12/2007,51.98,11.24,196.53,3228,FEMALE,8.65893,-24.26359,
